id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
1651297934791_PTT02R,bbs,Ptt,Stock,2022-04-30 13:50:39.000,[標的] 萬海 2615 意外空,black1x2y3z,"1. 標的：2615 萬海     (例 2330.TW 台積電)

2. 分類：空

3. 分析/正文

1.花3億買台積電，562張，均價581.56現正套牢中。

2.即將與長榮黃金交叉，後期不看好，被超車之後可能低迷一陣子。

3.萬海大貨車被重擊



4. 進退場機制：(非長期投資者，必須有停損機制。討論、心得類免填)

155停損

120停利


--
",http://www.ptt.cc/bbs/Stock/M.1651297841.A.B59.html
1651373862132_PTT02R,bbs,Ptt,Stock,2022-05-01 10:57:04.000,[新聞] 法人：航運股逢「五」必漲,JessVeron,"原文標題：法人：航運股逢「五」必漲
                                      (請勿刪減原文標題)  
原文連結：https://money.udn.com/money/story/5607/6277709
                                      (網址超過一行過長請用縮網址工具)
發布時間：2022/04/30 01:01:24
                                      (請以原文網頁/報紙之發布時間為準)


原文內容：

上海出口集裝箱運價指數（SCFI）3月以來跌跌不休，3月跌幅8.39%，原先市場預期4月跌
幅還會擴大，然而4月運價跌幅不斷收斂，跌幅縮小為3.94%；4月以來台股航運股也出現
一個特別情況，每逢周五都上漲，昨（29）日在長榮海運領軍下，航運類股漲幅達3.92%
、占大盤成交量18%。

國內法人看好5月貨櫃輪運價有望止跌反彈，不少資金重返布局貨櫃三雄，長榮是國內海
運龍頭，市場資金青睞長榮今年新船大量交船效益，昨天成為航運股上漲領頭羊，盤中股
價最高來到145.5元，收盤股價145元，已逼近萬海收盤價146元，引爆航運股股王之爭。

法人分析，長榮在新船助威下，3月及第1季營收同創新高，3月營收586.7億元，年增
83.9%；第1季營收1,708.16億元，年增89.9%。

觀察航運股表現，出現一個有趣的神秘星期五現象，航運股指數4月以來「逢『五』必漲
」，昨天也不例外，航運股為盤面亮點指標。


心得/評論：                             ※必需填寫滿30字，無意義者板規處分


逢五必漲跟35法則哪個比較厲害??

下周再來驗證看看，這個法人也能看見別人看不到的未來??

國外的船船都還再噴噴，航運股本益比超低，配息15%資金避風港也沒甚麼意外

就怕兩個反指標又...

--
",http://www.ptt.cc/bbs/Stock/M.1651373826.A.CF3.html
1651546764352_PTT02R,bbs,Ptt,Stock,2022-05-03 10:58:09.000,[新聞] 不只賺機會財 陽明三路擴張 追求永續成長,m13579,"原文標題：不只賺機會財 陽明三路擴張 追求永續成長

原文連結：https://tinyurl.com/2bw462ad

發布時間：04:10 2022/05/03

原文內容：

航運業趁著景氣反轉大賺，陽明去年賺進逾1,652億元鹹魚翻身，並躍居國內航運股每股
獲利王。但投資人更想知道，如果接下來景氣不好，不像過去二年賺到機會財，航運業是
不是終將面臨衰退？

陽明董事長鄭貞茂坦言，他也在思考這個問題，陽明正以跳脫景氣循環為主軸，建立永續
成長、穩定獲利的商模。主要兵分三路，首先改善財務結構體質，已見成效；再者，規劃
加碼投資碼頭、物流等事業群；三是希望旗下子公司獨立，不排除趁著這波航運股成交量
大、流動性高的時機，進軍資本市場。

綜觀所有賺錢企業，鄭貞茂強調，不會只靠一隻腳立足，還會有第二隻、第三隻腳，舉業
界典範馬士基為例，便橫跨海空整合物流布局、朝科技化與ESG發展，甚至減少貨運代理
，陽明會根據本身優勢、特色，並學習他人長處，全力衝刺。

陽明改善體質作法，主要在去年辦理現金增資籌資逾290億元，預見利率上揚，再發59億
元公司債，充實短期資金來源，返還銀行借款，調體質、抖包袱，解決過去借錢買船、租
船等高成本問題。接著，今年提出造船造櫃計畫，進入擴張階段。

鄭貞茂透露，陽明也在研究庫藏股。美國很多上市公司實施庫藏股捍衛股價，每一季或每
半年配息，被投資人當作長期投資標的，股價較不易波動劇烈。從陽明基本面看，他覺得
目前股價有點委屈。

陽明希望被投資人列為長期投資標的，並爭取成為ESG成分股，現在最大挑戰是吸引退休
基金來買陽明的股票。

要做到這點，鄭貞茂說，陽明會以實力捍衛股價，過去十年經營辛苦奢談多元發展，如今
不只母公司賺錢，也希望旗下子公司可以獨立發展，趁著這波航運股成交量大、流動性高
，吸引資本市場的時機，不排除重新掛牌上市。

陽明去年每股賺48.73元，旗下子公司逾50家，其中貢獻獲利較多者，有從事散裝航運的
光明海運，獲利10.98億元，換算每股約賺10元，及好好國際物流獲利4.08億元，換算每
股約賺3元。光明曾上興櫃，但因為散裝市況不佳而下市，未來不排除重新掛牌上市。

陽明集團主要分四大事業群，包括貨櫃航運事業群（營收占比94.54％）、物流事業群（
4.24％）、散裝航運事業群（1.12％）、碼頭事業群（0.1％），已規劃加碼投資碼頭與
物流兩大事業群效益。

據了解，陽明在台北港、高雄港、美西洛杉磯港、比利時安特衛普港等，都有投資碼頭。
隨海運熱絡，推升碼頭裝卸、倉儲費用，也是一門賺錢生意。例如，陽明專做美國港口業
務的合資公司West Basin Container Terminal，2021年獲利28億元、年增逾兩倍。

鄭貞茂表示，碼頭事業投資龐大，物流事業雖不需大資本卻競爭激烈，陽明會從長計議，
能夠穩健獲利最重要。


心得/評論：                             ※必需填寫滿30字，無意義者板規處分

雖然陽明沒有考慮大造船不過還是有考慮要擴大發展碼頭及物流業，
不過對營收占比不大因此對獲利預期不會有顯著的挹注。

近幾年許多公司讓旗下賺錢的事業或者子公司獨立掛牌，
陽明也有考慮這點，
不過近年好多新上市櫃的公司之後股價一瀉千里，
到時候如果要進場要多加考慮。

庫藏股的部分，
去年才剛增資今年就放話考慮搞庫藏股，
董事長真的很會玩喔...。

--
",http://www.ptt.cc/bbs/Stock/M.1651546692.A.068.html
1651549646051_PTT02R,bbs,Ptt,Stock,2022-05-03 11:46:18.000,[新聞] 航海王換人做！長榮股價超車萬海 法人：,rayisgreat,"原文標題：

航海王換人做！長榮股價超車萬海　法人：中線走多格局不變

原文連結：

https://reurl.cc/A7KXm3

發布時間：

記者林淑慧／台北報導  2022-05-03 10:16

原文內容：

貨櫃航運股王換人當！長榮海運今（3）日早盤股價以144.5元超車萬海，正式躍居貨櫃航
運類股冠軍寶座；法人分析指出，五月貨櫃航運將迎來長約換約利多，運價將續處高檔，
貨櫃三雄長榮、陽明及萬海中線走多的格局不變。

本土投顧法人發佈最新報告指出，最新貨櫃運價指數（SCFI）4,177.3 點，為連續 15 週
走跌，單週跌幅 0.45%，已連續三週跌幅收斂，而5月2日美股四大指數齊揚，國際貨櫃航
運股僅馬士基股價下跌，其餘全數大漲，赫伯羅特更是續創歷史新高 ，看好我貨櫃三雄
長榮、陽明及萬海將有比價空間。

法人分析指出，全球前11大貨櫃航商，掌控全球貨櫃船隊運力超過85%。 在全球前11 大
貨櫃航商中，長榮海運目前待交新船的絕對值 553,200 TEU，僅次於地中海航運 MSC 的
1,199,324 TEU 及中遠海控的 585,272 TEU。

另外，長榮海運待交新船佔自身船隊運力比重為36.6%，僅次於以星 ZIM的82.5%及萬海的
 60.1%，加以長榮經營團隊日前於法說會上指出，長榮海運高達74.8%的船隊運力，已經
裝置脫硫塔，可以使用較便宜的高硫油，於高油價時代擁有燃油成本優勢，今年營運前景
仍然樂觀可期。

心得/評論：

長榮於今日超越萬海

SCFI 跌幅連續 3 周收斂  法人看好中長線

長榮 74.8 % 運力安裝脫硫塔  即使高油價下具有優勢

--
",http://www.ptt.cc/bbs/Stock/M.1651549581.A.FAF.html
1651570754864_PTT02R,bbs,Ptt,Stock,2022-05-03 17:37:50.000,[新聞]  陽明鄭貞茂：超完美風暴下持續乘風破浪,hugh8077,"原文標題： 陽明鄭貞茂：超完美風暴下持續乘風破浪
原文連結：https://ctee.com.tw/people/interview/636453.html
發布時間：2022.05.03
記者署名：邱莉玲

原文內容：
貨櫃航運今年可望再續榮景，在新完美風暴下進化獲利模式。陽明海運董事長鄭貞茂表示
，目前航運雖受到大陸防疫封控、俄烏戰爭、美西碼頭勞資談判等變數影響，但在大陸穩
經濟保供應鏈下，封控影響可能限於第二季，接著下半年美國塞港緩解，大陸解封後遞延
出貨、俄烏戰後重建物資，將帶來龐大運輸需求，對運量、運價都好。

如果做比較，鄭貞茂認為，塞港的影響大於疫情，現在許多船舶在外海等待等於閒置運力
，一旦港口舒緩，運力將大幅提升。目前陽明從亞洲到美國的船班滿載，代表還有客戶需
求未被滿足，改走空運或鐵路，未來隨運力提升，客戶可望回流，因為海運成本還是最便
宜，將影響空運或鐵路運輸。

全球逾八成貿易靠海運，鄭貞茂強調，只要需求面沒降溫，今年航運業還是走穩，景氣有
機會比去年好。此外，通膨上升、消費者指數攀高，在多國加速升息、央行貨幣政策一致
下，下半年可望緩和。

展望明、後年，將面臨航運史上新船下水最多的兩年，外界擔心船舶過剩拖累運價下跌，
他強調，需綜合評估船舶塞港、汰舊換新、環保法規的情況，看運力淨增加而定。對此，
陽明持續加強財務結構因應，做好準備。以下是鄭貞茂專訪內容摘要。
封城延遲出貨 屬短期影響

問：大陸防疫封控對海運影響？如何解讀SCFI指數下跌？

答：目前看來是對供給面的短期影響，對產業的影響可能就在第二季。近期傳出供應鏈斷
鏈、科技業被砍單，仍需持續觀察，是需求面還是供給面影響較嚴重，如果是需求面問題
，下半年經濟成長可能受影響，如果只是封城延遲生產出貨則影響不大。

上海供應鏈斷鏈對海運的影響，主要是看收不收得到貨、能不能運出去。目前陽明在大陸
營運不受影響，從亞洲到美國的船班還是滿載。

電子業商品主要走空運，在各國陸續解封回到辦公室上班、外出運動用餐，對筆電、健身
器材等需求開始降溫；而航運業主要載運民生用品與農產品等，近期塞港雖緩解，艙位仍
無法滿足客戶需求，也沒有殺價競爭搶客戶的現象。

國際貨幣基金（IMF） 近日將今年全球貿易成長下修至5％，貿易放緩，跟大陸疫情、俄
烏戰爭造成供給與需求延遲有關。

SCFI指數連續下跌，除了反映季節性因素，如果超跌將視為一個觀察指標。

問：俄烏戰爭對全球航運與陽明的影響？

答：航商短期不會到這些航線提供服務，但未來戰爭結束，長期重建將帶來龐大運輸需求
。

陽明的主力航線在西歐，俄烏營收佔比低，俄羅斯有進口需求，每週大約1、2百個貨櫃，
遠少於美國線每週運量近2萬個貨櫃，歐洲線也有1～2萬個。現階段航商被迫暫停俄烏服
務，若要做進口需特殊安排，或安排到鄰近港口領貨，且俄國規定用盧布交易，衍生信用
與匯率風險需注意。

陽明著眼全球網絡佈建、維護客戶關係，為穩住俄羅斯營運據點，目前主要安撫當地員工
信心和做必要補償，例如盧布一度貶值50％以上，推升通膨，陽明以加薪彌補員工生活費
用，等待未來戰爭結束就恢復營運。
戰後重建 運輸需求龐大

問：投資人關心航運榮景是否持續？

答：航運業今年第一季景氣好，貨櫃三雄營收都成長七、八成以上。第二季可能是淡季，
如果俄烏戰爭快點結束，戰後重建將帶來龐大運輸需求，5月起開始美國線新的長約價有
利航商，接下來美西碼頭工會勞資談判，目前接獲訊息顯示雙方都有誠意解決，若談判順
利，下半年美國塞港緩解，運量可望增加，今年還是好年。

明年會有較多新船供給，外界擔心供給過剩造成運價下跌，仍有待觀察。首先，不能只看
新造船數量增加，需扣掉有些船屆齡報廢，要看淨增加部分；再者，一艘船用20年，如果
現在採用傳統燃油，將來環保法規改變，就須減速降低碳排放因應（碳排放與速度成立方
比，船舶加快一節、碳排放倍增），如果許多船降速，意味需要更多船舶滿足需求。

疫情是影響全世界經濟很大變數，明年若沒有疫情加上俄烏戰後重建需求延續，航運業景
氣還是有機會比今年好。




心得/評論：就在今天HLAG破400惹，看來外國人還是繼續相挺船船，我們阿榮阿明還在咕

嚕，今天美股收盤開MATX，明天馬4G，接著台灣三寶也要開了，每次財報都變財爆，繼續

抱著給1，財爆前烙跑請給2。完美風暴到底什麼東東，換約、解封會有什麼影響?拜託回去

200我要解套QQ




--
",http://www.ptt.cc/bbs/Stock/M.1651570672.A.521.html
1651626997971_PTT02R,bbs,Ptt,Stock,2022-05-04 09:15:50.000,[新聞] 長榮運力大躍進 登全球六哥,hugh8077,"原文標題：長榮運力大躍進 登全球六哥
原文連結：https://udn.com/news/story/7241/6286046
發布時間：2022-05-04 03:05
記者署名：黃淑惠

原文內容：
 長榮海運（2603）全球大進擊，全球貨櫃輪市場排名再衝高，根據Alphaliner最新統計
資料，長榮海運現有運力TEU（20呎櫃）總數字已贏過日本最大的貨櫃輪航商ONE（日本的
海洋網聯船務公司，Ocean Network Express），全球排名擠進第六名。

特別的是，長榮不僅運力超車日本ONE，股價也超越貨櫃三雄之一的萬海。長榮昨（3）日
股價收146.5元，萬海則收146元，長榮正式成為航運股的股王。

隨著新船不斷加入，長榮海運持續提升全球競爭力，旗下八成的船齡低於十年，預期在碳
排新規上路後，長榮的競爭力還能持續向前挺進。

在運力排名方面，根據Alphaliner的統計資料，長榮的載重總TEU數為150.96萬TEU，已小
勝ONE海運公司69TEU，全球排名又推進一名，且根據ONE的造船數量推估，差距會隨著新
船加入逐漸拉大。

業界指出，日本ONE的規模之所以能躋身全球前十大航商，其實是三家航商聯合營運，長
榮運力超車ONE、以一敵三，因此有指標意義。

根據法人統計，長榮海運即將要交船的數量更是全球排名前幾名，今年預計貨櫃新船下水
量19.34萬TEU，相較於2022年全球貨櫃輪預計要下水新船數量95萬TEU，長榮新船加入的
占比達20.4%，遠高於長榮目前全球船隊運力占比5.9%。

至於未來競爭力，長榮新船的威力將發酵，關鍵在於，長榮海運在造船的過程中，參與船
廠及供應商研究使用新技術節能減排，隨著國際海事組織在海洋環保委員會議拍板，明年
不符排碳標準的船舶，恐面臨減速的壓力，長榮的競爭力將脫穎而出。

長榮八成船舶船齡低於十年，且全部符合各項規定，包括使用脫硫塔符合硫排放標準、
NCR系統達到組織氮氧化物排放規定、壓艙水處理系統符合水排放標準及使用岸電系統減
少碳排放。

長榮海運在運價跌幅達8%的最低迷的3月，3月營收達586.7億元，年增率83.98%，單月營
收完全不受營收，逆勢寫下新高；累計第1季的營收達1,708.16億元，年增率89.9%，也刷
新歷史記錄。

長榮海運全球排名向上提升，昨天也成為台股熱門標的，收盤時股價超車萬海成為台股航
運股的股王。


心得/評論：淑惠對長榮真的很有愛耶，半夜寫文章不睡覺，長榮超車ONE，萬海看不到車

尾燈，希望老船長晚點上船，過幾天又是營收噩夢了QQ




--
",http://www.ptt.cc/bbs/Stock/M.1651626978.A.35C.html
1651654081840_PTT02R,bbs,Ptt,Stock,2022-05-04 16:46:32.000,[新聞] 長榮、陽明董座 看好今年海運維持多頭榮,jefflin0824,"原文標題：長榮、陽明董座 看好今年海運維持多頭榮景
                                      (請勿刪減原文標題)
原文連結：https://udn.com/news/amp/story/7238/6287917
                                      (網址超過一行過長請用縮網址工具)
發布時間：2022-05-04 15:56
                                      (請以原文網頁/報紙之發布時間為準)
記者署名：經濟日報 記者黃淑惠
                                      (如原文無記載，本欄目得留空)


原文內容：

台北市輪船同業工會今天舉行會第十八屆第一次會員大會，海運龍頭業者齊聚一堂，長榮海
運（2603）董事長張衍義認為，今年海運市場表現「還可以拉」；陽明（2609）董事長鄭貞
茂則用「產能吃緊」來形容市況。

共選出27位常務理事及9監事，並且於下周推選理事長。市場針對全球海運市場變化都還是
維持多頭的看法，同時航運界目前都擔心人才短缺的問題。

對於全球海運市場變動，陽明海運董事長鄭貞茂用「產能吃緊」來形容市場供不應求；另外
，中國大陸因為疫情出現部份城市封鎖情況，他則認為應視為短期問題，不用過度去解讀。

目前已看到各港口塞港情況已經出現去瓶頸緩解跡象，鄭貞茂認為，美國塞港問題正在改善
當中，這對於物流產業來說是一個好兆頭，作業速度加快，有助於船舶的調度速度拉升，缺
櫃等物流問題會變得更容易解決。

鄭貞茂表示，今年全球處於缺船員情況，再加上全球興起的離岸風力發電，也挖走不少海員
，所以陽明今年首要目標就是積極招募海員，陽明今年還有5艘新船要加入，所以海員的需
求量大，並沒有特別定招募的人數，另外也跟海事學校合作培育海運業的人才。


心得/評論：                             ※必需填寫滿30字，無意義者板規處分

不只法人青睞貨櫃航運，公司董座也看好今年海運榮景。阿榮阿明（沒有阿海）目前股價強
勢走多，四海遊龍，水手不再咕嚕咕嚕了！

--
",http://www.ptt.cc/bbs/Stock/M.1651653995.A.7AA.html
1651655569112_PTT02R,bbs,Ptt,Stock,2022-05-04 17:10:48.000,[新聞] 航運股強彈能漲多久？法人曝操作心法,kenbo,"原文標題：航運股強彈能漲多久？ 法人曝操作心法
原文連結：https://udn.com/news/story/7251/6287833?from=udn-catelistnews_ch2
發布時間：2022-05-04 15:27 經濟日報
記者署名：記者楊伶雯／即時報導
原文內容：
航運股是今（4）日台股領攻的強勢股，海陸空運同步上漲，類股占大盤成交比重達25.4%
，類股指數收漲2.57%，漲幅居各類股之冠，包括貨櫃股、散裝、陸運及航空股都有表現
，尤其是中航（2612）、中櫃（2613）飆上漲停，到底這一波航運股的漲勢續航力如何？
該如何操作？法人看好，散裝股更值得留意，貨櫃股可望突破前高，航空股則將持續受惠
解封題材。

台股今日開高，終場收16,565.83點，上漲66.93點，航運股領攻，貨櫃股的長榮（2603）
收在151.5元，上漲5元，漲幅3.41%，坐穩航運股的股王寶座，陽明（2609）收130元，漲
幅2.76%，萬海（2615）收148.5元，漲幅1.71%。

散裝股部分，中航飆上漲停57.5元鎖死到終場，慧洋-KY（2637）收100.5元，上漲5.9元
，漲幅6.23%，志信（2611）收漲3.65%、台航（2617）收漲2.7%、四維航（5608）收漲
2.83%、新興（2605）收漲2.37%；陸運股的中櫃收在漲停板40.7元，榮運（2607）收37.6
元，漲幅5.02%，超過半根停板；華航（2610）收漲2.49%，以28.75元收盤，長榮航（
2618）收漲0.56%，收在35.7元。

證券分析師張陳浩表示，貨櫃股的漲勢主要是受到首季季報的題材所帶動，不排除挑戰今
年3月間的高點，但因上檔套牢壓力重，在量能比不上3月時的情況下，想挑戰200元則是
存有相當的難度；航空股在解封題材下，仍有上漲空間，但要採取高出低進的操作，急跌
買、急拉出，等待解封的宣布。

張陳浩認為，散裝股更加優於貨櫃股，主要是因為第1季淡季因有去年12月的遞延出貨挹
注，預期首季表現不會太差，第2季將進入往上增溫的季節，加上穀物的運送需求增加，
將往上推升營收表現，今日包括大中小各類型的散裝股都有表現，預期散裝的反彈可望有
機會延續到6月。

統一投顧董事長黎方國表示，航運股反彈，貨櫃股主要著眼在首季的財報好，以長榮來說
，預估單季EPS上看17~18元，同時在經營權之爭下，還有股東會的改選行情，以貨櫃股來
看，具有短線題材，預估在停止過戶日結束，財報公布完之前，短線將出現跌深反彈的表
現。

黎方國認為，散裝股可以留意，由於烏克蘭是很多原物料及農產品出口大國，是歐洲重要
的糧倉，受到俄烏戰爭的影響，出現搶運的需求，散裝貨輪主要是載送原物料及穀物，在
短期需求緊張下，有助散裝股的營運。

黎方國說，航空雖有解封題材，但是航空貨運的報價下跌，且政策上對旅遊業並不是太友
善，包括觀光及航空股，仍要等待政策上進一步的解封，或對疫情的管控有進一步的放寬
，對相關題材股才是更大的利多。

他強調，因外在大環境包括升息、俄烏戰爭、外資賣超、本土與中國大陸疫情衝擊等四大
變數仍然存在，在操作上仍要謹慎，短線操作以短打為主。

心得/評論：
貨櫃股的漲勢主要是受到首季季報的題材所帶動，不排除挑戰今年3月間的高點

3月糕點
萬海 205.00
陽明 137.50
長榮 171.00

我看水手還是為數眾多
各位水手們泥們準~備~好~了~嗎~

--
",http://www.ptt.cc/bbs/Stock/M.1651655451.A.889.html
1651660403993_PTT02R,bbs,Ptt,Stock,2022-05-04 18:31:54.000,Re: [新聞] 郭哲榮：長榮及長榮航差一個字 果真差很大,ofpurity,"這個傢伙實在太好笑了


最早是今年2月17的新聞

長榮及長榮航 郭哲榮：差一個字差很大！

那時候長榮航漲很兇 長榮則死魚

這時候郭哲榮就落井下石 說長榮航都噴了 反觀那個航運喔~股價腰斬

2/17

長榮航 收34.8

長榮 收133.5

後來3/14 長榮來到高點

長榮航 收29.6 -14.9%

長榮 收164 +23%

然後這段期間郭哲榮繼續裝死

後來航運倒楣了 大家都知道嘛

於是4/14 投資長又見獵心喜 又發了一篇新聞

郭哲榮：長榮及長榮航差一個字 果真差很大！

內容大概就是 我就說麻 我當初說差很大 你們還不信

4/14這天

長榮航 +5.56% 收 37.35 然後這就是史上最高了 至今還沒打破

長榮收 -1.43 收 138


而今天呢

長榮航 收 35.7   -4.41%

長榮收 收 151.5  +9.78%


真的是無言 沒看這麼沒風度的分析師

在長榮賠錢後 整天追殺、唱衰航運 你講得準就算了嘛

根本就是反指標 還整天靠北航運 看不下去了啦

還188勒ZZ

",http://www.ptt.cc/bbs/Stock/M.1651660319.A.F19.html
1651660497000_PTT02R,bbs,Ptt,Stock,2022-05-04 18:33:16.000,Re: [標的] 長榮2603 老船長防線多,c98765432c,"
本波電子股全面重挫之下，長榮主力以老船長技術

派停損點（下跌10%）洗出老船長。果然超跌+高

殖利率股+穩穩財報行情是初跌段的保命仙丹，航

運除了萬海廢物仔表現最爛外一律逆著大盤走，可

惜現階段量能不出/外資匯出持續/股本太大/沒有

去年瘋狗流種種問題，讓三雄無法複製國外船走

勢，一樣秉持原則待到6月底沒上180就要跑了，

目前因殖利率行情守住這波下跌，接下來主跌斷就

算派關二哥來也守不住下跌行情。

若要爽的去玩四維航跟慧洋股本輕好拉抬。

--
",http://www.ptt.cc/bbs/Stock/M.1651660398.A.D50.html
1651660684053_PTT02R,bbs,Ptt,Stock,2022-05-04 18:37:29.000,[標的] 長榮多更多,opasdaddsdd,"-------------------------------------------------------------------------
1.發標的文未充實內文，多空理由不充實者，板規1-1-5或4-4處份
2.進退場機制若非長期投資，請輸入停損價，否則依板規1-1-6處份
3.請依格式輸入內容，未依格式者板規1-1-2砍文處份。

標題請使用以下格式：股號.市場碼+股名+分類 (市場碼：TW US HK CN JP KR...)
                 ex [標的] 2330.TW 台積電 長期不停損多
                 ex [標的] TSLA.US 特斯拉 馬斯克火星多

---------------------按ctrl+y 可刪除以上內容。----------------------------

1. 標的：  2603 長榮

2. 分類：多

3. 分析/正文：
1.資金開始跑到傳產 電子股殺爛 目前最強勢的就是航運股

2.偉大的金庸 進場 整天都在喊 跟他就對了

3.政府怕崩盤 一定會拉一個族群，哪一個族群最容易煽動人心跟解套一堆套牢仔，用想
的就知道

4.大戶已經在之前崩跌狂掃貨了 準備開噴



4. 進退場機制：隨時都可進場 180退場 魚尾留給別人賺

--
",http://www.ptt.cc/bbs/Stock/M.1651660651.A.80F.html
1651668769829_PTT02R,bbs,Ptt,Stock,2022-05-04 20:48:47.000,Re: [標的] 長榮多更多,IloveLEXUS,"想


我支持你

長榮史創拜

--
",http://www.ptt.cc/bbs/Stock/M.1651668529.A.C1C.html
1651678403296_PTT02R,bbs,Ptt,Stock,2022-05-04 23:32:32.000,[新聞] 鬧船員荒 陽明董事長：人才需求沒有上限,justin531xx,"原文標題：
鬧船員荒 陽明董事長：人才需求沒有上限

原文連結：
https://www.cna.com.tw/news/afe/202205040270.aspx
發布時間：
2022/5/4 17:07

記者署名：
中央社記者賴言曦台北4日電

原文內容：
近年航運市況熱絡，陽明董事長鄭貞茂今天受訪時表示，COVID-19疫情加劇海運人才荒的
現象，當前海事人員「極度缺乏」。至於需要招募多少人力才夠，鄭貞茂說，「沒有上限
」。

台北市輪船同業工會今天舉行第18屆第一次會員大會，共選出27名常務理事及9席監事，
並將於下週推選理事長。

鄭貞茂今天接受媒體聯訪時表示，船員本就「極度缺乏」，近年全球興起的離岸風電產業
又吸走不少人才，且當前國內疫情蔓延，一人確診整批船員就要隔離，加劇人手不足的情
況。

他指出，陽明今年還有5艘1.1萬TEU級新船要下水，且隨著船隊持續擴張、型態逐漸改變
，對專業船員的需求增加，所以招募人才是陽明當前的重要目標，而且人數「沒有上限」
，而為了解決相關問題，陽明已開始跟海事學校合作進行培訓計畫。

至於貨櫃市況，鄭貞茂以「產能吃緊」形容，並提到美國塞港問題正在緩解中，航運業前
景看好。

最新一期上海集裝箱出口指數（SCFI）雖然進入連15週下跌，但跌幅開始收斂，遠東至美
西航線開始上漲。貨攬業者捷迅認為，待中國五一長假結束後復工，航運將有望迎來一波
出貨潮，加上第3季為海運旺季，今年航運業獲利應有望維持正成長。（編輯：黃國倫）
1110504


心得/評論：                             ※必需填寫滿30字，無意義者板規處分

陽明老董怎麼最近又常常出來上版面了??

而且離岸風電產業會吸走航運業人才?????

跑船跑一跑跑去做離岸風電!!?

--
",http://www.ptt.cc/bbs/Stock/M.1651678354.A.796.html
1651729845961_PTT02R,bbs,Ptt,Stock,2022-05-05 13:49:38.000,[標的] 2603.TW 長榮 誰是老大多,trapt,"1. 標的：2603.TW 長榮

2. 分類：多

3. 分析/正文：營收獲利都不用看 大家都知道很高 今天收盤萬海硬是壓過去0.5 明天又
是週五

龍頭老大的位置長榮ㄧ定會站穩的 所以說 為了面子 新航運王之稱 長榮一定會衝上去的
 謝謝大家

4. 進退場機制：明天開盤價進場 停利300 停損20

--
",http://www.ptt.cc/bbs/Stock/M.1651729780.A.2C1.html
1651802619713_PTT02R,bbs,Ptt,Stock,2022-05-06 10:01:43.000,[情報] 長榮Q1,Khaled,"公開觀測站：https://mops.twse.com.tw/mops/web/t146sb05
長榮(2603)111年第一季歸屬母公司淨利1013億5955萬元，EPS 19.16元，稀釋盈餘18.95

--
",http://www.ptt.cc/bbs/Stock/M.1651802505.A.EA2.html
1651807064778_PTT02R,bbs,Ptt,Stock,2022-05-06 11:17:15.000,Re: [情報] 長榮Q1,Yuan610,"
只能說再不上船真的要看別人賺

Q1就賺贏台積電半年  台積股價540 根本不值

航酸會說航運是景氣循環股 從2020講到2022還在循環股

循環股在隔壁好嗎 看看驅動IC跟面板 營收笑死

2022上看eps60-80

航運股東領兩年股利了 你還在那邊景氣循環股==

請各位理性討論
",http://www.ptt.cc/bbs/Stock/M.1651807037.A.77A.html
1651809819213_PTT02R,bbs,Ptt,Stock,2022-05-06 12:01:46.000,[新聞]《航運股》長榮日賺11億 Q1獲利又締新猷,kenbo,"原文標題：《航運股》長榮日賺11億 Q1獲利又締新猷
原文連結：https://www.chinatimes.com/realtimenews/20220506002017-260410?chdtv
發布時間：11:282022/05/06
記者署名：莊丙農
原文內容：
長榮(2603)公布第一季財報，單季獲利突破千億元，再創史上新高，等於一天開門營業，
就賺進11億元，每股盈餘達19.16元。

海運第一季需求依舊暢旺，長榮1、3月營收再創新高，第一季累計營收1708.17億元，毛
利率再次提升到69.09％，管理費用大幅下降下，本業獲利達到1148.02億元，歸屬母公司
業主淨利突破千億元，達1013.59億元，年增180.9％，每股盈餘19.16元，所有數字都在
創單季新高。

根據Alphaliner最新資料顯示，長榮目前擁有201艘船，運力約150.9萬TEU，全球運能占
比5.9％。今年長榮將持續增加約20艘船，預計至年底運力有望成長15～20％。

現貨運價的部分，由於大陸解封預料將帶來出貨潮，農曆年後運價修正的態勢將有望止穩
，長榮歐美長約線今年反映過往運價上漲而大幅調升，目前歐美線長約比重分別為30％和
60～70％，分別在1月和5月議定，陸續反映在第二季及第三季財報。

此外，法人指出，雖然大陸疫情升溫物流不順暢造成貨運出口減少，但美西碼頭的供應鏈
未見顯著改善，目前碼頭停留時間維持4.8天，鐵路停留時間5.7天，車架等待時間8.5天
，大陸物流恢復順暢有利於貨物運送，恐怕再度影響旺季塞港情況。

心得/評論：
一開門，就賺11億
你以為很高了嗎?
歐美長約線大幅調升，第二季第三季財報還會陸續反映!!!!!!
恐怖長榮要來了!!!!!!!!!!!!!

--
",http://www.ptt.cc/bbs/Stock/M.1651809708.A.935.html
