,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url,content_type,date,label_day1,label_day2,label_day3,label_day4,label_day5
26,1647394895186_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 09:36:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,如果世界沒有貓,獲利最多都是大股東啊~~~▲股市資深研究員指出長榮減增為大股東節稅且無損股東權益，會是長多。（圖／長榮提供）國內長期研究航運股的資深研究員指出，長榮(2603)減增六成股東權益不會改變，1千股變4百股，如果以今天的股價158元計，立刻變成395元，投資人不會有任何損失，但是減資的這6元，估計可以讓大股東免繳28%或40%的稅，另法人原估長榮今年EPS70元，減資後會跳升為175元，發四成股利就有70元，明顯是個長多。長榮減資引發市場熱議，會不會損及股東權益，這位資深研究員分析，如果減資會傷害股東權益，政府不會允許的，大股東也不可能自斷手腳，長榮是因為錢賺太多，為了節稅採取的高明手段。假設減掉的317億全部屬於大股東，最高稅率40%要繳掉127億，用單一稅率28%也要繳掉約89億元，而減資是資本退回，不需要繳稅，最大獲利者是大股東，但不損及小股東利益。長榮海運今年光前兩個月營收就有1141.48億元，比去年最後兩個月還高，公司現金多到滿出來。外界可能以為長榮造了最多的船，需要很多現金，但長榮目前訂造的新船多數是疫前就規劃的，主要是為汰舊換新與因應減碳新規，公司這次做大減增，證明公司完全不缺錢。減資後股價大幅拉高，並不會影響投資人投資意願，目前市場上股價比長榮高的公司並不少，但是股價高了以後，估計一些衝浪客就不敢隨便出手，可以減少投機客。另長榮變成貨櫃三雄當中股本最小的公司，法人元估長榮今年EPS約70元，果估算準確就會拉高到175元，穩坐獲利冠軍。由於長榮明年即將進行董監事改選，在兄弟爭奪經營權情況下，有人擔心長榮接下來會不會透過洽特定人增資方式鞏固目前擁有經營權一方的經營權，資深研究員認為，增資是要經股東會同意的，要先確定掌握多數股權才能出手。新聞：https://finance.ettoday.net/news/2208918?redirect=1,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,main,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
27,1647395659225_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 09:42:00,長榮的低配息會很慘,ovonel,錢都拿去買船了,https://www.mobile01.com/topicdetail.php?f=291&t=6558103,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
28,1647398417589_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 10:32:00,長榮的低配息會很慘,chiaming978,這很正常阿<BR>有的公司很慷慨，賺多配多、賠了照樣配有的公司很凍酸，賺多配少少、沒賺多少就不配了有的公司很會做帳，賺多實際沒賺如何配其實看歷年的配股配息就能看出了<BR>有什麼好意外的賺多不一定代表一定賺<BR>說不定是做帳做弊來的,https://www.mobile01.com/topicdetail.php?f=291&t=6558103,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
29,1647403151660_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 11:47:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,dkny0705,事實真的是這樣嗎??航運生意大好時候 也不斷說好到2023年 卻分不多 又減資再想想過年前員工分年終新聞 看來這公司很投機讓我想到X巨 對於想穩定 存股抱長線的投資人我拿隨便我一檔存股 玉山金相信很多人存股 (穩定 又分股息.又分現金)他們就不會搞這些有的沒的還有有高股息ETF成分來說 需要考慮,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
30,1647404229948_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 12:05:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,灰狼01,<BR>是嗎? 依股權比例大小股東所減少的股數比例都一樣，為何大股東獲利比較多?<BR>要扯到稅務，大股東應該都是法人，40%只適用於自然人，這也太牽強了...<BR>盈餘減資，最能代表的意義是...未來業務擴充可能性需保守看待，還有公司為維持較高股價!<BR>短期玩減資再增資也有可能，但要監管單位同意。,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
31,1647404230133_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 12:11:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,無薪假裁員風,..說不定洗股權...後續應該會增資..,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
32,1647404227399_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 12:16:00,長榮的低配息會很慘,秋日晴光,<BR>為什麼會覺得航運公司不用買昻貴設備，<BR>大型的貨櫃船，幾十萬個的貨櫃，<BR>難道都不用花錢？這2年貨櫃航運賺爛了，<BR>可是去找找新聞，有沒有勇者敢進入這個市場？<BR>大家都知道賺爛了，為什麼沒有新加入的公司呢？,https://www.mobile01.com/topicdetail.php?f=291&t=6558103,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
33,1647406040412_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 12:33:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,大火快炒,"不是說不定,,,,是傻子都知道.再玩稀釋酬碼的遊戲然後玩特定人增資,把國際控股洗到只剩不到2%股權....<BR>極重資本的航運業玩減資....傻子都知道再幹嘛!!!!長榮BOOS要開賭了!!!!!.....年底更精彩!!!!!.....",https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
34,1647408233796_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 13:16:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,chiaming978,減資有幾種方式不過通常一檔個股快下市了，減資、減資......然後最後還是下市<BR>這種減資就是比較不好的方式還有註銷庫藏股辦理減資.......1000股減資6成，變400股<BR>股價1xx減資後變3xx<BR>雖然價值不變，但<BR>想想看<BR>1xx跌回起漲點和3xx跌回起漲點，%數就不同了<BR>1xx漲到1000和3xx漲到1000，%數也不同總之，按照你說的減資對投資人沒有任何損失<BR>今天就不會跌這麼慘了,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
35,1647409343629_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 13:30:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,perryhs,-------------------,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
36,1647410319973_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 13:52:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,jacky8000 .,應該會跌60%<BR>減資再回160元<BR>然後減資完後馬上宣布增資<BR>繼續跌<BR>投資人最後賠死<BR>果然台股要買虧錢公司才賺,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
37,1647414076083_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 14:58:00,幸好沒買長榮,mimiro5,"幸好沒買長榮<BR>,因為後來想到不對,減資60%,股利24元多,也就是1張2萬4多,但減資會讓你的1張變400股<BR>,怎麼想都不划算~8萬多(目前股價143元)換2萬多<BR>且上面應該還有很多套在200元的無名鬼韭,他們應該有時間壓力了唄~減資前要解套<BR>,上面賣壓應該很大<BR>,把這機會讓給高雄大,tina,8K他們好了",https://www.mobile01.com/topicdetail.php?f=291&t=6558358,main,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
38,1647414811445_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:08:00,幸好沒買長榮,mimiro5,<BR>聽說有人昨天加碼長榮耶原址,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
39,1647415983487_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:15:00,幸好沒買長榮,不要這樣,會自然的降到減資價的（減資前先158x0.6之後再÷0.4）...,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
40,1647415983871_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:20:00,幸好沒買長榮,yuanchih,PTT鄉民都用嘴巴操作股票，不用想太多。,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
41,1647415983896_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:31:00,幸好沒買長榮,黑夜浮雲,大家要對老船長的股票有信心啊 !!<BR>,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
42,1647417120219_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:41:00,幸好沒買長榮,sgxm3,減資後股價會上升，因為總市值不變。參考一下吧。<BR>減資是什麼意思？股票減資對股價有怎樣的影響？<BR>,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
43,1647417116788_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:48:00,長榮減資對投資人沒有任何損失大股東可節稅EPS可自70元增為175元,evan1216,講那麼多..就是為保經營權鋪路而已...,https://www.mobile01.com/topicdetail.php?f=291&t=6558108,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
44,1647417120293_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:49:00,幸好沒買長榮,lml640707,因為一堆跟樓主一樣沒搞懂減資是什麽<BR>以為股票要打四折的韭菜在亂賣啊,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
45,1647417120358_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:50:00,幸好沒買長榮,sunflower2251,亞系外資：上修長榮今年獲利預估 目標價調高至215元<BR>〔記者卓怡君／台北報導〕長榮（2603）昨日宣布配息，並破天荒拋出減資60%的震撼彈<BR>，引發市場高度關注，亞系外資出具最新報告指出，長榮股息配發率約53%，殖利率為<BR>14.6%，未來運費隨著季節性需求回升、塞港加劇的影響將回升，上修長榮今年獲利預估<BR>24%，重申「買進」評等，目標價從185元升至215元。減資後215回推是110 懂玩喔！<BR>減資後 215 應該可以啦<BR>(x-24)*2.5=215 解x=110 難怪今天大崩股利+減資不起作用 大型外資看壞長榮<BR>長榮（2603）法說會落幕，除公布配息18元的股利政策，董事會更破天荒決議減資六成，<BR>但長榮16日股價開高走低，午盤還被打至跌停附近，現金股利加減資利多無法拉抬股價，<BR>美銀證券更持續保守看長榮前景，給予「劣於大盤」投資評等，推測合理股價僅117元。美林準阿，去年8月喊長榮89，2個月後就達標<BR>給長榮低評的就美林、花旗 給高評的就匯豐、宏遠,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
46,1647418312001_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 15:59:00,幸好沒買長榮,黑夜浮雲,"只是 !!<BR>外資都跑了 , 誰幫你推上去讓你出貨 ?!<BR>",https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
47,1647418312052_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 16:00:00,幸好沒買長榮,Morgan Stanley,你不要這麼專業好不好,https://www.mobile01.com/topicdetail.php?f=291&t=6558358,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
48,1647418312083_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-16 16:06:00,幸好沒買長榮,黑夜浮雲,"<BR>個人一點小心得 !股票的本質好壞只是助力 !<BR>要上要下還是看資金 !錢進來就會漲 , 沒錢進來怎麼漲 ?!<BR>",https://www.mobile01.com/topicdetail.php?f=291&t=6558358&p=2,reply,2022-03-16,1.0,0.0,-1.0,-1.0,-1.0
49,1647477801739_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-17 08:27:00,討12億租金 民航局須賠華航2.7億,mimiro5,交通部民航局33年前將6架飛機長期租給中華航空公司，但因立法院、監察院有意見，雙方因而中止租賃契約。華航認溢付逾12億元租金，提告請求返還。一二審均敗訴，不過高院更一審認為，華航溢付租金1.7億多元，今（16）日逆轉改判民航局須返還，加上利息就超過2.7億元。可上訴。更一審認定，民航局、華航2002年7月簽協議書時，針對飛機租金計算一事已合意依行政院1997年4月函示內容，依行政院核定利率及扣除飛機殘值4.88％為調整，並依行政院核定的利率計算飛機租金數額，算出華航溢付1億7872萬8146元租金，此外，民航局需自2011年3月起加計年息5％利息支付給華航。政府早年為平衡中美貿易，責令民航局出面，以民航作業基金向美國購買10架飛機並低價租給華航。1989年至1993年間，民航局將陸續購買登記的6架飛機交由華航分期給付租金以攤還購機本息，為期19年半，依約付清完畢，飛機所有權移轉華航。該6架飛機為4架波音747-400客機，1架麥道11客機，1架波音747-200貨機。不過，立法院、監察院認為，租約內容違反《國有財產法》，立法院更於1999年的會期中決議，要求民航局收回所有飛機。2002年7月，雙方協議終止合約，由民航局收回飛機並由國有財產局標售。華航認為，當初沒那麼大的運量需求，是被迫接受飛機，2006年間依《民法》規定，提告請求民航局返還溢付租金12億4317萬1655元。華航在一、二審時均遭判敗訴，案經最高法院廢棄發回，更一審逆轉改判民航局須賠償1.7億多元，加上利息就超過2.7億元。可上訴。<BR>原址,https://www.mobile01.com/topicdetail.php?f=291&t=6558731,main,2022-03-17,0.0,-1.0,-1.0,-1.0,0.0
